Sentences,True_Labels,Predicted_Labels,Probabilty_Score_Class0,Probabilty_Score_Class1,Probabilty_Score_Class2,Probabilty_Score_Class3,Speculative_Words
We may use information we collect about you to :,2,1,0.026365458965301514,0.8788481950759888,0.08842433989048004,0.00636202422901988,"""may"": 2,     ""information"": 3,     ""collect"": 2     "
"In special cases , such as in response to a physical threat to you or others .",1,1,0.048515595495700836,0.8075656294822693,0.09138938039541245,0.05252942815423012,"""special cases"": 1,     ""special"": 3,     ""physical"": 1     "
"However , WebMD does not allow any third parties to place beacons or cookies or to gather any data about you in connection with your use of the WebMD Health Manager .",0,0,0.9578590989112854,0.0321449376642704,0.008285761810839176,0.0017102239653468132,"""gather any data"": 1,     ""in connection"": 1,     ""however"": 1,     ""third parties"": 1     "
If you sign up for one of our newsletters on a third party site the site will provide us with your Personal Information such as your email address and we may use that information as described in this Privacy Policy as though you had provided it directly to WebMD .,1,2,0.11193481832742691,0.39488518238067627,0.43669432401657104,0.05648566409945488,"""may"": 2,     ""privacy policy"": 1,     ""may use"": 1,     ""third party"": 3,     ""personal information"": 1,     ""one of our"": 1     "
"When you sign up for our email newsletters on the WebMD Web Sites or at any time , you can choose to opt out of receiving additional promotional newsletters from WebMD or our Sponsors .",0,0,0.9617749452590942,0.03286777064204216,0.0045324936509132385,0.0008247418445535004,"""promotional"": 1,     ""any time"": 1,     ""additional"": 1     "
"When participating in a survey , we may ask you to enter Personal Information .",1,1,0.03222324699163437,0.9256814122200012,0.04021007940173149,0.0018853198271244764,"""may"": 5,     ""personal information"": 2     "
"Web Beacons are graphic image files imbedded in a web page typically used to monitor activity on a web page and send back to its home server ( which can belong to the host site , a network advertiser or some other third party ) information from your browser , such as the IP address , the URL of the page on which the beacon is located , the type browser that is accessing the site and the ID number of any Cookies on your computer previously placed by that server .",1,0,0.6410301923751831,0.34888672828674316,0.009596690535545349,0.00048636746942065656,"""other third party"": 1,     ""type"": 1,     ""send back"": 1,     ""imbedded"": 1,     ""other"": 1,     ""some other third party"": 1,     ""typically"": 1,     ""its"": 1     "
WebMD may further tailor the advertising on these third party sites based on additional Non-Personal Information to the extent known by WebMD or these third parties .,2,2,0.002484111115336418,0.37079882621765137,0.48597776889801025,0.1407393366098404,"""extent known"": 1,     ""non-personal"": 1,     ""additional"": 1,     ""third parties"": 1,     ""non-personal information"": 1,     ""may"": 1,     ""tailor"": 1,     ""third party"": 3,     ""further"": 1,     ""to the extent"": 1     "
We do not control how third parties use Cookies or Web Beacons or how they manage the Non-Personal Information they gather through the use of these technologies on the WebMD Web Sites .,2,2,0.051615599542856216,0.40537598729133606,0.5323466062545776,0.010661840438842773,"""non-personal"": 1,     ""third parties"": 3,     ""non-personal information"": 3,     ""technologies"": 1,     ""web beacons"": 1,     ""these technologies"": 1     "
They have promised us they will not link any Non-Personal Information collected by them on the WebMD Web Sites to Personal Information they or others collect in other ways or from other sites except as may be described in connection with a particular program .,2,3,0.0006228431593626738,0.027292102575302124,0.04655929282307625,0.9255258440971375,"""they or others"": 1,     ""non-personal"": 1,     ""may"": 3,     ""may be described"": 1,     ""other sites"": 2,     ""non-personal information"": 2,     ""program"": 1,     ""other ways"": 1,     ""promised"": 1,     ""particular program"": 1,     ""other"": 1,     ""personal information"": 1     "
Most browser software can be set to reject Cookies .,0,0,0.8433032631874084,0.1563456654548645,0.00025066774105653167,0.00010050772107206285,"""cookies"": 1,     ""most browser software"": 1,     ""browser software"": 1     "
"If you reject our Cookies , certain of the functions and conveniences of the WebMD Web Sites may not work properly but you do not have to accept our Cookies in order to productively use the WebMD Web Sites .",3,1,0.025210736319422722,0.637182891368866,0.323699951171875,0.013906399719417095,"""functions"": 1,     ""may"": 1,     ""certain"": 4,     ""productively use"": 1,     ""productively"": 1,     ""properly"": 1,     ""conveniences"": 2     "
We may also use Cookies to authenticate respondents or to help you pick up where you left off in a survey .,0,1,0.4081100821495056,0.5832390785217285,0.006462372839450836,0.00218842551112175,"""may"": 4,     """": 1,     ""respondents"": 2,     ""use"": 1     "
"Information that WebMD collects about you may be combined by WebMD with other information available to WebMD through third parties for research and measurement purposes , including measuring the effectiveness of content , advertising or programs .",2,2,0.0009969227248802781,0.046903450042009354,0.8887582421302795,0.06334137916564941,""""": 1,     ""information"": 2,     ""effectiveness."": 1,     ""third"": 1,     ""third parties"": 3,     ""may"": 3,     ""parties"": 1,     ""research"": 2,     ""other"": 2,     ""measurement"": 2,     ""collects"": 1,     ""other information"": 3     "
WebMD contractors sometimes have limited access to your Personal and Non-Personal Information in the course of providing products or services to WebMD .,3,3,0.021139297634363174,0.27860841155052185,0.3131312429904938,0.3871210813522339,"""limited"": 2,     ""non-personal"": 3,     ""personal"": 4,     ""sometimes"": 5,     ""limited access"": 2,     ""non-personal information"": 1,     ""products"": 2,     ""services"": 2     "
WebMD does not endorse and is not responsible for the privacy practices of these Third Party Web Sites .,0,1,0.15647633373737335,0.7495397925376892,0.07903388142585754,0.014949928037822247,"""hit_id"": ""30Z7M1Q8UY5CL2QNJRARQ675AW8A8T"",     ""scores"": [     ""1"",     ""1"",     ""1""     ],     ""type"": ""Sentence"",     ""id"": ""102325"",     ""sentence_str"": ""WebMD does not endorse and is not responsible for the privacy practices of these Third Party Web Sites .""     "
"WebMD makes an effort to make it obvious to you when you leave our website and enter a Third Party Web Site , either by requiring you to click on a link or by notifying you on the site before you visit the third party site .",0,1,0.04034911096096039,0.6751719117164612,0.26388081908226013,0.020598139613866806,"""effort"": 1     "
"Despite WebMD 's efforts to protect your Personal Information , there is always some risk that an unauthorized third party may find a way around our security systems or that transmissions of your information over the Internet may be intercepted .",2,2,0.005214550066739321,0.024637678638100624,0.6600590348243713,0.31008875370025635,"""around"": 1,     ""unauthorized"": 1,     ""personal"": 1,     ""security systems"": 2,     ""unauthorized third party"": 1,     ""some"": 3,     ""intercepted"": 2,     ""may"": 4,     ""transmissions"": 2,     ""third party"": 3,     ""way"": 1,     ""efforts"": 1,     ""personal information"": 3     "
"We will also retain your Personal Information as necessary to comply with legal obligations , resolve disputes and enforce our agreements .",2,1,0.16496385633945465,0.8086623549461365,0.023331232368946075,0.0030425761360675097,"""necessary"": 1,     ""legal obligations"": 2,     ""as necessary"": 1,     ""disputes"": 2,     ""agreements"": 2,     ""retain"": 1,     ""enforce"": 1,     ""personal information"": 3     "
If you are not satisfied with our response you can contact TRUSTe here .,0,0,0.9965211153030396,0.003291945904493332,0.00013463449431583285,5.2370724006323144e-05,"""satified"": 1     "
"Please bear in mind that TRUSTe 's Watchdog service and certification is for the WebMD.com , MedicineNet.com , and the WebMD Health Manager sites and does not cover information that may be collected through other WebMD websites , mobile applications or mobile websites .",1,3,0.0048178862780332565,0.3969117999076843,0.06889355182647705,0.529376745223999,"""information"": 2,     ""may"": 1,     ""may be collected"": 1,     ""does not cover"": 1,     ""collected"": 1,     ""other"": 1     "
"HONcode Seal WebMD.com , MedicineNet.com , and eMedicineHealth.com comply with the HONcode standard for trustworthy health information , which can be verified here .",0,0,0.983903169631958,0.014442550018429756,0.0008295087027363479,0.0008247088408097625,"""standard"": 1,     ""can be verified"": 1,     ""honcode"": 1     "
"WebMD may share information among its subsidiaries or web sites that it owns or controls , but information collected under this Privacy Policy is always protected under the terms of this Privacy Policy .",1,2,0.009832838550209999,0.1145206093788147,0.8192692995071411,0.05637725442647934,""""": 1,     ""information"": 4,     ""may"": 2,     ""always"": 1,     ""web sites"": 1,     ""controls"": 1,     ""protected"": 1,     ""subsidaries"": 1,     ""may share"": 1,     ""information collected"": 1,     ""subsidiaries"": 1     "
"However , WebMD does not allow any third parties to place beacons or cookies or to gather any data about you in connection with your use of the WebMD Health Manager .",0,0,0.9578590989112854,0.0321449376642704,0.008285761810839176,0.0017102239653468132,"""third parties"": 1     "
"At registration and at various times as you use the WebMD Web Sites , you will be given the option of providing us with Personal Information in order to receive recurring informational/promotional newsletters such as a newsletter relating to a specific health condition via email from WebMD and/or directly from third parties .",1,2,0.024291248992085457,0.3228149116039276,0.5848337411880493,0.06806010752916336,"""personal information third parties"": 1,     ""informational"": 1,     ""third parties"": 1,     ""personal information"": 1     "
You can unsubscribe from a newsletter by :,0,0,0.9893263578414917,0.008040156215429306,0.0022310838103294373,0.0004024329537060112,"""a"": 1     "
"What you post can be seen , disclosed to or collected by third parties and may be used by others in ways we can not control or predict , including to contact you for unauthorized purposes .",2,2,0.003518163925036788,0.3702285587787628,0.6082559823989868,0.0179972592741251,"""may"": 3,     ""ways"": 1,     ""unauthorized purposes"": 1,     ""third parties"": 3,     ""others"": 2     "
"As with any public forum on any site , the information you post may also show up in third-party search engines .",1,1,0.029772697016596794,0.7836142778396606,0.1774667352437973,0.009146337397396564,"""may"": 3,     ""third-party"": 2,     ""any"": 1     "
Non-Personal Information means information that we can not use to identify or contact you .,0,0,0.8274268507957458,0.1462286412715912,0.021647190675139427,0.00469735823571682,"""non-personal information"": 1     "
We may also acquire Non-Personal Information about our users from external sources .,2,2,0.00514468876644969,0.040652353316545486,0.9265007376670837,0.027702240273356438,"""may"": 3,     ""non-personal information"": 2,     ""external sources"": 2,     ""sources"": 3     "
"Web Beacons are graphic image files imbedded in a web page typically used to monitor activity on a web page and send back to its home server ( which can belong to the host site , a network advertiser or some other third party ) information from your browser , such as the IP address , the URL of the page on which the beacon is located , the type browser that is accessing the site and the ID number of any Cookies on your computer previously placed by that server .",2,0,0.6410301923751831,0.34888672828674316,0.009596690535545349,0.00048636746942065656,"""previously"": 1,     ""some"": 3,     ""other"": 1,     ""third party"": 1,     ""can"": 1,     ""activity"": 1,     ""typically"": 3     "
"This number can not be used to identify you personally , and we can not identify you personally unless you choose to become a registered user of the App .",0,0,0.9142956733703613,0.0816175639629364,0.003977433778345585,0.00010932879376923665,"""user"": 1,     ""personally"": 2     "
We work with third parties to display advertising that reflects the interests and preferences of our user community .,1,1,0.1997937262058258,0.5145712494850159,0.2828720510005951,0.002762959338724613,"""reflects"": 1,     ""preferences"": 2,     ""third parties"": 3     "
Their advertisements may be displayed on the WebMD Web Sites or on other sites that you visit after you visit the WebMD Web Sites .,1,1,0.09919440001249313,0.6952160000801086,0.19385819137096405,0.01173142809420824,"""may be"": 1,     """": 1,     ""may"": 3,     ""other sites"": 1,     ""other"": 2,     ""may be displayed"": 1     "
"You can correct , update or review Personal Information you have previously submitted by going back to the specific tool or application , logging-in and making the desired change .",0,0,0.9722511172294617,0.02350182831287384,0.003584787715226412,0.0006622674409300089,""""": 1,     ""information"": 1,     ""personal information"": 2     "
Our ad network vendors use technologies to collect non-personally identifiable information about your activities on our web sites to provide you cookie-based targeted advertising based upon your browsing activity and your interests .,1,1,0.0028868024237453938,0.9895416498184204,0.006410973146557808,0.0011606048792600632,"""identifiable"": 1,     ""technologies"": 1,     ""activites"": 1,     ""non-personally"": 1,     ""non-personally identifiable"": 1     "
"WebMD may combine Personal and Non-Personal Information collected by WebMD about you , and may combine this information with information from external sources .",2,3,0.002118379808962345,0.07083060592412949,0.338162899017334,0.5888880491256714,"""may"": 4,     ""information"": 2,     ""external sources"": 3,     ""personal information"": 1     "
These Cookies are used to determine whether you have seen certain content or advertising so that we may request your opinions .,0,1,0.01517073716968298,0.9778352379798889,0.00638734782114625,0.0006066347705200315,"""may"": 1,     ""content"": 1,     ""certain content"": 1,     ""advertising"": 1     "
"We will also retain your Personal Information as necessary to comply with legal obligations , resolve disputes and enforce our agreements .",2,1,0.16496385633945465,0.8086623549461365,0.023331232368946075,0.0030425761360675097,"""as necessary"": 1,     ""necessary"": 2,     ""personal information"": 2,     ""legal obligations"": 1     "
"A parent or guardian , however , may use WebMD Health Manager to establish a personal health record and a WebMD Health Manager home page for a minor .",1,0,0.9620767831802368,0.030820168554782867,0.005155979655683041,0.0019471428822726011,"""may"": 2,     ""home page"": 1,     ""personal health record"": 1,     ""personal health"": 1     "
"TRUSTe 's mission , as an independent third party , is to accelerate online trust among consumers and organizations globally through its leading privacy trustmark and innovative trust solutions .",0,1,0.2337758094072342,0.7534182667732239,0.01050611026585102,0.0022998235654085875,"""hit_id"": ""3TD33TP5DLNVN0OUM3U1H8X6I2TABS"",     ""scores"": [     ""1""     ],     ""type"": ""Sentence"",     ""id"": ""102580"",     ""sentence_str"": ""TRUSTe 's mission , as an independent third party , is to accelerate online trust among consumers and organizations globally through its leading privacy trustmark and innovative trust solutions .""     "
"WebMD may share information among its subsidiaries or web sites that it owns or controls , but information collected under this Privacy Policy is always protected under the terms of this Privacy Policy .",2,2,0.009832838550209999,0.1145206093788147,0.8192692995071411,0.05637725442647934,"""may"": 3,     ""information"": 2,     ""collected"": 1,     ""owns or controls"": 1     "
"Some of our interactive tools and services may request you to submit health information , which would also be considered Personal Information .",1,1,0.02078499272465706,0.8774373531341553,0.08574710041284561,0.01603054441511631,"""may"": 3,     ""some"": 3,     ""personal information"": 1,     ""health information"": 1     "
From time to time WebMD makes subscriptions to our newsletters available on third party websites .,1,2,0.07985736429691315,0.19758282601833344,0.6804889440536499,0.04207088425755501,"""from time to time"": 1,     ""third party"": 2,     ""time to time"": 2     "
You can unsubscribe from a newsletter by :,0,0,0.9893263578414917,0.008040156215429306,0.0022310838103294373,0.0004024329537060112,"""hit_id"": ""3G9UA71JVVFJMHO83SVY55ETPZW7JJ"",     ""scores"": [     ""1"",     ""1"",     ""1"",     ""1"",     ""1""     ],     ""type"": ""Sentence"",     ""id"": ""102635"",     ""sentence_str"": ""You can unsubscribe from a newsletter by :""     "
"What you post can be seen , disclosed to or collected by third parties and may be used by others in ways we can not control or predict , including to contact you for unauthorized purposes .",2,2,0.003518163925036788,0.3702285587787628,0.6082559823989868,0.0179972592741251,"""used"": 1,     ""third"": 1,     ""third parties"": 1,     ""may"": 3,     ""can be"": 1,     ""ways"": 1,     ""can not"": 1,     ""others"": 1,     ""unauthorized"": 1,     ""unauthorized purposes"": 1     "
Non-Personal Information means information that we can not use to identify or contact you .,0,0,0.8274268507957458,0.1462286412715912,0.021647190675139427,0.00469735823571682,"""non-personal information"": 1     "
We may also acquire Non-Personal Information about our users from external sources .,2,2,0.00514468876644969,0.040652353316545486,0.9265007376670837,0.027702240273356438,"""may"": 3,     ""non-personal"": 1,     ""external sources"": 1     "
"Web Beacons are graphic image files imbedded in a web page typically used to monitor activity on a web page and send back to its home server ( which can belong to the host site , a network advertiser or some other third party ) information from your browser , such as the IP address , the URL of the page on which the beacon is located , the type browser that is accessing the site and the ID number of any Cookies on your computer previously placed by that server .",1,0,0.6410301923751831,0.34888672828674316,0.009596690535545349,0.00048636746942065656,""""": 1,     ""typically"": 1,     ""some other"": 2,     ""any"": 1,     ""which can"": 1     "
Therefore the random number can not be removed through settings .,0,0,0.7919816374778748,0.1967703104019165,0.00904923491179943,0.002198731293901801,"""random"": 1,     ""settings"": 1     "
Because some of the content on our Mobile Device Apps direct your mobile device to our website you will be exposed to the cookies that we use and to third party cookies that may be contained in advertisements that we do not control and will be unable to delete any of these cookies with your mobile device .,3,1,0.08130676299333572,0.712062418460846,0.2031722366809845,0.003458544611930847,"""may"": 2,     ""third party"": 1,     ""some"": 2     "
We work with third parties to display advertising that reflects the interests and preferences of our user community .,0,1,0.1997937262058258,0.5145712494850159,0.2828720510005951,0.002762959338724613,"""third parties"": 1     "
Our ad network vendors use technologies to collect non-personally identifiable information about your activities on our web sites to provide you cookie-based targeted advertising based upon your browsing activity and your interests .,1,1,0.0028868024237453938,0.9895416498184204,0.006410973146557808,0.0011606048792600632,""""": 1,     ""activities"": 1,     ""vendors"": 1,     ""activites"": 1,     ""uses technologies"": 1,     ""technologies"": 2     "
If you have Cookies disabled you may not be able to participate in some surveys .,0,1,0.023836415261030197,0.9575042724609375,0.016788512468338013,0.0018707399722188711,"""may"": 1,     ""some surveys"": 1,     ""may not"": 1,     ""some"": 1     "
"We may report aggregate information , which is not able to be identified back to an individual user of the WebMD Web Sites , to our current or prospective advertisers and other business partners .",2,1,0.01300498005002737,0.897391140460968,0.07294201850891113,0.016661755740642548,"""may"": 2,     ""information"": 1,     ""other"": 3,     ""aggregate"": 1,     ""prospective"": 1     "
WebMD does not endorse and is not responsible for the privacy practices of these Third Party Web Sites .,1,1,0.15647633373737335,0.7495397925376892,0.07903388142585754,0.014949928037822247,"""third party websites"": 1,     ""responsible"": 1,     ""third party"": 1,     ""endorse"": 1     "
"At any time you can remove your Personal Information or instruct us to remove it , but you should be aware that it is not technologically possible to remove each and every record of the information you have provided to WebMD from our servers .",2,1,0.07751310616731644,0.6653223633766174,0.22005954384803772,0.0371050089597702,"""personal"": 1,     ""technologically possible"": 2,     ""personal information"": 2     "
We may also maintain a record of your product purchases .,1,1,0.3587487041950226,0.6294718384742737,0.010373529978096485,0.0014059485401958227,"""may"": 2,     ""also"": 1,     ""maintain"": 1     "
"We may track the Internet domain address from which people visit us and analyze this data for preferences , trends , and site usage statistics , but individual users will remain anonymous , unless you voluntarily tell us who you are .",1,1,0.06503478437662125,0.5764595866203308,0.3519962728023529,0.006509319879114628,"""preferences"": 1,     ""may"": 4,     ""track"": 1,     ""trends"": 1,     ""site usage"": 1,     ""voluntarily"": 1     "
"We may also receive anonymous usage data from your mobile phone or other device you use to access our web sites or our mobile applications , including location data .",1,1,0.09988094121217728,0.44577765464782715,0.4365318715572357,0.017809590324759483,"""may"": 4,     ""location data"": 1,     ""anonymous usage data"": 1,     ""other device"": 2,     ""usage data"": 1     "
"We may add this information to the information we have already collected from you via our stores , websites and mobile applications .",0,1,0.020725702866911888,0.7378896474838257,0.22111296653747559,0.020271645858883858,"""may"": 3,     ""information"": 1,     ""already collected"": 1,     ""the information"": 1     "
From time to time we might establish a business relationship with other persons or entities whom we believe trustworthy and whom we have asked to confirm that their privacy policies are consistent with ours .,1,2,0.004787481389939785,0.05720210447907448,0.8954328298568726,0.042577534914016724,""""": 1,     ""relationship"": 1,     ""time to time"": 1,     ""entities"": 1,     ""other persons"": 1,     ""believe"": 1,     ""might"": 2     "
"We use that combined information to enhance and personalize the shopping experience of you and others with us , to communicate with you about our products and events that may be of interest to you , and for other promotional purposes .",2,1,0.003623396158218384,0.5517109036445618,0.30883970856666565,0.1358259618282318,"""use"": 1,     ""may"": 1,     ""other promotional"": 1,     ""personalize"": 2,     ""experience"": 1,     ""other"": 1,     ""combined"": 2,     ""others"": 2,     ""enhance"": 1,     ""nay"": 1,     ""other promotional purposes"": 1     "
We allow third-party companies to serve ads and/or collect certain anonymous information when you visit our web sites .,1,1,0.044835880398750305,0.5936176180839539,0.3403361439704895,0.02121029980480671,"""information"": 1,     ""third-party"": 1,     ""anonymous information"": 1,     ""certain"": 1     "
We may also disclose your contact information when we believe the law or legal process requires it .,2,1,0.13500776886940002,0.46963635087013245,0.39140719175338745,0.0039487192407250404,"""may"": 2,     ""believe"": 1,     ""when"": 1,     ""legal process"": 2     "
You may also click the designated link at the bottom of all email advertisements to be removed from future email updates .,0,0,0.54071044921875,0.42317861318588257,0.031175119802355766,0.004935780540108681,"""may"": 1     "
We may also use cookies in emails that you receive from us .,0,1,0.04859441891312599,0.9312542676925659,0.01852944865822792,0.0016217997763305902,"""may"": 4,     ""also"": 1     "
"In addition , in connection with the services that they provide to us , certain of our Service Providers may work with third parties who may use cookies to collect anonymous information to tailor advertising for you and others elsewhere on the Internet .",2,2,0.0037261045072227716,0.37002307176589966,0.47770386934280396,0.1485469490289688,""""": 1,     ""information"": 1,     ""cookies"": 1,     ""elsewhere"": 3,     ""third parties"": 2,     ""may"": 3,     ""certain"": 4,     ""tailor"": 1,     ""anonymous"": 1,     ""third dparties"": 1     "
We do not permit anyone under the age of 13 to register with us .,0,0,0.7632576823234558,0.232783704996109,0.0034285038709640503,0.0005300908233039081,"""anyone"": 1     "
"Outside of the U.S. , you can call us at 405.717.6139 or send us an email .",0,0,0.9897050261497498,0.010101861320436,0.00014106319576967508,5.207674621487968e-05,"""hit_id"": ""3EQVJH0T406AT9QPSVVEYOQW14JHT0"",     ""scores"": [     ""1"",     ""1"",     ""1""     ],     ""type"": ""Sentence"",     ""id"": ""104098"",     ""sentence_str"": ""Outside of the U.S. , you can call us at 405.717.6139 or send us an email .""     "
"Because we 're an internet company , some of the concepts below are a little technical , but we 've tried our best to explain things in a simple and clear way .",2,1,0.05983977019786835,0.7680364847183228,0.1578291356563568,0.014294637367129326,"""a little technial"": 1,     ""things"": 1,     ""internet company"": 2,     ""some"": 1,     ""some of the concepts"": 1,     ""explain things"": 1,     ""little technical"": 2,     ""concepts"": 3     "
"These days , whenever you use a website , mobile application , or other Internet service , there 's certain information that almost always gets created and recorded automatically .",2,1,0.15157310664653778,0.42151403427124023,0.4126282036304474,0.014284655451774597,"""certain information"": 4,     ""almost always"": 1,     ""created"": 1,     ""created and recorded automatically"": 1,     ""there`s"": 1,     ""certain informaation"": 1,     ""these days"": 1,     ""automatically"": 2     "
Here are some of the types of information we collect :,0,1,0.008325968869030476,0.9724294543266296,0.016214847564697266,0.0030296877957880497,"""some"": 2     "
"Depending on how you 're accessing our products , we may use cookies ( a small text file sent by your computer each time you visit our website , unique to your Pinterest account or your browser ) , or similar technologies to record log data .",1,1,0.005554059986025095,0.9848004579544067,0.008253747597336769,0.0013917854521423578,"""similar technologies"": 3,     ""depending"": 1,     ""record log data"": 1,     ""record"": 1,     ""use cookies"": 1,     ""accessing"": 1,     ""we may use"": 1     "
"Some of the cookies we use are associated with your Pinterest account ( including personal information about you , such as the email address you gave us ) , and other cookies are not .",1,1,0.038077306002378464,0.8984913229942322,0.05629595369100571,0.00713546946644783,"""associated"": 2,     ""some"": 2,     ""other"": 1,     ""such as"": 1,     ""and other cookies are not"": 1,     ""personal information"": 1,     ""gave"": 1     "
Showing you ads you might be interested in .,1,0,0.7161970138549805,0.2597847878932953,0.018965868279337883,0.005052338819950819,"""showing"": 1,     ""interested in"": 1,     ""might be"": 1,     ""interested"": 2,     ""ads"": 1     "
"For example , if you sign up using a Facebook account , we may help your Facebook friends find your account on Pinterest when they first sign up for Pinterest .",1,1,0.06586076319217682,0.9239544868469238,0.005081907380372286,0.005102765280753374,"""may"": 2,     ""find"": 1,     ""we may"": 1,     ""help"": 1     "
"Or , we may allow people to search for your account on Pinterest using your email address .",1,1,0.08472536504268646,0.9084575772285461,0.004188511986285448,0.002628526883199811,"""may"": 2,     ""we can allow people to search your account on pin interest using you email address"": 1     "
"If you have a Pinterest account , many of the choices you have on Pinterest are built directly in to the product or your account settings .",1,0,0.7036836743354797,0.2637243866920471,0.02475973218679428,0.007832241244614124,"""account settings"": 1,     ""many"": 2,     ""directly"": 1,     ""choices"": 1     "
"Secret boards are visible to you and other participants in the board , and any participant may choose to make the contents of the board available to anyone else .",1,2,0.10553878545761108,0.30253398418426514,0.5580624341964722,0.03386474400758743,"""available"": 1,     """": 1,     ""may"": 2,     ""n/a"": 1,     ""may choose"": 1,     ""secret"": 1,     ""participant(s)"": 1,     ""contents"": 1     "
"Pinterest is a tool people use to find their inspirations , make them a reality , and inspire others in the process .",0,1,0.059507016092538834,0.8960179686546326,0.028221188113093376,0.016253873705863953,"""them"": 1,     ""inspirations"": 1,     ""inspire"": 1,     ""n/a"": 1,     ""a tool"": 1     "
"When you create public boards and pins , anyone can view them .",1,1,0.35641029477119446,0.6329305171966553,0.007431737147271633,0.0032274064142256975,"""anyone"": 3,     ""them"": 1,     ""public"": 1     "
You may also provide us with profile page information that that anyone can view .,1,1,0.09382320195436478,0.8918008804321289,0.012770887464284897,0.0016050278209149837,"""profile page"": 1,     ""may also"": 1,     ""that"": 1,     ""provide"": 2,     ""anyone"": 1,     ""information"": 2,     ""information anyone can view"": 1     "
The other limited instances where we may share your personal information include :,2,1,0.024319853633642197,0.50933837890625,0.41577252745628357,0.050569187849760056,"""limited"": 3,     ""limited instances"": 1,     ""may"": 2,     ""information"": 1,     ""personal"": 1,     ""share"": 2,     ""instances"": 2,     ""other"": 1,     ""may share"": 1,     ""personal information"": 2     "
"For example , we may tell a business using Pinterest how many people repinned something they shared , or the percentage of people who click a on pin after viewing it .",0,1,0.34352773427963257,0.47822239995002747,0.15072698891162872,0.02752293273806572,"""we may tell"": 1,     ""pinterest"": 1,     ""may"": 1,     ""repinned"": 1,     ""a business"": 1,     ""example"": 1     "
"General log informationInternet domain ( for example , `` xcompany.com '' or `` yourschool.edu '' ) ; Internet Protocol ( IP ) address ; operating system ; the browser used to access our Web site ; the date and time you access our site ; and the pages that you visited .",1,1,0.2637077569961548,0.6947892308235168,0.03887695446610451,0.002626059576869011,""""": 1,     ""general log information"": 1,     ""informtioninternet"": 1,     ""general"": 2     "
Such data may include aggregate data such as the number of click-throughs that occurred .,2,1,0.017605721950531006,0.5516104698181152,0.4139418303966522,0.016841981559991837,"""aggregate"": 3,     ""click-throughs"": 1,     ""data"": 2,     ""occurred"": 1,     ""may"": 1     "
Postmaster General 's Letter on Cookie Usage PDF | HTM,1,0,0.9601213335990906,0.03448111563920975,0.0034755151718854904,0.0019220839021727443,"""htm"": 2,     ""cookie"": 1,     ""cookie usage pdf"": 1,     ""pdf | htm"": 1     "
Session cookies may also be used to collect referral statistics when you click on a link or ad banner to or from usps.com .,1,2,0.1757165789604187,0.3326050937175751,0.46457594633102417,0.027102451771497726,"""may also"": 1,     ""statistics"": 1,     ""when you"": 1,     ""collect"": 1,     ""session"": 1,     ""to or from"": 1,     ""referral"": 1,     ""click"": 1     "
This allows us to know if we are attracting new visitors and what aspects of the site seem most useful .,1,1,0.1414938122034073,0.7105148434638977,0.13305947184562683,0.014931910671293736,"""aspects"": 1,     ""this"": 1,     ""us"": 1,     ""most"": 1,     ""seem most useful"": 1,     ""know"": 1,     ""seem"": 1,     ""if"": 1     "
"Ad banner cookiesOn behalf of the USPS , persistent cookies and beacons ( described below ) may be set and managed by third party advertising suppliers to support ad banners .",1,1,0.0245768241584301,0.8288843631744385,0.131979838013649,0.014558996073901653,"""persistent cookies"": 1,     ""set"": 1,     ""managed"": 1,     ""persistent cookies and beacons"": 1,     ""support"": 1,     ""persistent"": 1,     ""may"": 1,     ""third party"": 2,     ""third party advertising suppliers"": 1     "
"A Web beacon , also referred to as a clear gif or page tag , consists of code on the USPS site that delivers a small graphic image from another Web site or third party server .",0,1,0.09759482741355896,0.8731589317321777,0.02640201523900032,0.0028441823087632656,"""web beacon"": 1,     ""beacon"": 1,     ""clear gif"": 1,     ""page tag"": 1,     ""another"": 1,     ""third party"": 2     "
They may not be visible as the beacon is generally a 1x1 pixel that is often designed to blend into the background of a Web page .,2,1,0.05361967906355858,0.7880657911300659,0.15048395097255707,0.007830556482076645,"""they"": 1,     ""not be visible"": 1,     ""may"": 1,     ""generally"": 2,     ""beacon"": 1,     ""designed"": 2,     ""background"": 1,     ""not"": 1,     ""blend"": 2,     ""often"": 1     "
"We thus use beacons to understand certain actions that you took ( such as a purchase ) , but not to know who you are .",1,1,0.11616735905408859,0.6944648027420044,0.16750122606754303,0.021866528317332268,""""": 1,     ""cetain actions"": 1,     ""beacons"": 4,     ""certain"": 1,     ""certain actions"": 2,     ""understand"": 1,     ""know"": 1     "
Third Party Web Analysis Tools,1,1,0.1622963398694992,0.7575206756591797,0.07033265382051468,0.009850342757999897,"""web analysis"": 1,     ""third party"": 3,     ""tools"": 2     "
"Ad banner cookies You can opt out of ad banner cookies , without erasing or altering other cookies .",1,1,0.4086713194847107,0.5705260038375854,0.006425981875509024,0.014376647770404816,"""erasing"": 2,     ""cookies"": 1,     ""ad banner cookies"": 1,     ""altering"": 3,     ""banner cookiea"": 1,     ""other cookies"": 1,     ""opt out"": 2     "
"However , certain features may not work as well or may be unavailable to you .",2,2,0.03109949640929699,0.33323413133621216,0.6096630096435547,0.026003386825323105,"""may be"": 1,     ""work"": 1,     ""may"": 3,     ""certain"": 1,     ""may not"": 1,     ""certain features"": 4,     ""as well"": 1     "
